column_number, radial distance, total stars, total sterilizations- at least sterilized once
120,3585,21157920,3181320
121,3615,21056760,3890520
122,3645,20949120,3005640
123,3675,20844000,3268440
124,3705,20736720,3612600
125,3735,20627640,3585240
126,3765,20509920,3193200
127,3795,20408400,2400480
128,3825,20291400,2899440
129,3855,20182320,3064320
130,3885,20066040,2665080
131,3915,19956240,3001320
132,3945,19842480,2931120
133,3975,19731960,2652840
134,4005,19616400,3366000
135,4035,19497960,2859120
136,4065,19383120,1881000
137,4095,19272960,2904840
138,4125,19154160,2746080
139,4155,19039320,3051720
140,4185,18922320,2589840
141,4215,18804960,2221560
142,4245,18687240,2639880
143,4275,18568800,2718000
144,4305,18452880,2215080
145,4335,18337320,2473920
146,4365,18218880,2467080
147,4395,18101520,2390040
148,4425,17982720,2355480
149,4455,17868960,2094480
150,4485,17750160,1541880
151,4515,17626680,1900440
152,4545,17512560,1812600
153,4575,17391960,1655280
154,4605,17274600,1792800
155,4635,17157960,2215080
156,4665,17038800,1600920
157,4695,16926840,2179440
158,4725,16806960,1995480
159,4755,16687440,1676160
160,4785,16569360,1565640
161,4815,16454880,1358640
162,4845,16337880,1463760
163,4875,16219800,1597320
164,4905,16103160,1287000
165,4935,15983640,1073520
166,4965,15869880,1269000
167,4995,15756120,1243080
168,5025,15641280,1464480
169,5055,15525000,984240
170,5085,15412680,1242360
171,5115,15296400,1149840
172,5145,15184440,1540080
173,5175,15073560,1175400
174,5205,14952960,1573920
175,5235,14844240,1195200
176,5265,14731200,1151280
177,5295,14618160,1288440
178,5325,14507280,1199880
179,5355,14392800,1317600
180,5385,14284080,1080720
181,5415,14175000,1177920
182,5445,14063040,1396800
183,5475,13952160,923400
184,5505,13842000,922320
185,5535,13735800,836640
186,5565,13625280,898920
187,5595,13515480,822240
188,5625,13410360,836280
189,5655,13302720,964440
190,5685,13199040,889920
191,5715,13089960,1105200
192,5745,12984840,891000
193,5775,12881520,1250640
194,5805,12773520,836640
195,5835,12670560,1168560
196,5865,12564000,984600
197,5895,12463560,839520
198,5925,12361680,718200
199,5955,12260880,754920
200,5985,12158280,726840
201,6015,12052800,376200
202,6045,11957040,788040
203,6075,11859120,882720
204,6105,11760120,585360
205,6135,11659320,644760
206,6165,11563200,1043280
207,6195,11464920,572400
208,6225,11368080,662760
209,6255,11272320,584640
210,6285,11176560,542520
211,6315,11079360,463680
212,6345,10985040,541800
213,6375,10890720,672840
214,6405,10796400,574200
215,6435,10703880,575280
216,6465,10611360,474480
217,6495,10519920,399960
218,6525,10426680,445320
219,6555,10334880,527400
220,6585,10248120,448920
221,6615,10153800,331920
222,6645,10066320,505080
223,6675,9979920,355680
224,6705,9892800,355320
225,6735,9803880,384840
226,6765,9719280,411480
227,6795,9629640,448920
228,6825,9545400,541080
229,6855,9459360,471240
230,6885,9373680,253080
231,6915,9291240,419760
232,6945,9210240,367200
233,6975,9127080,309600
234,7005,9043200,405000
235,7035,8966880,362880
236,7065,8884440,361440
237,7095,8798400,360360
238,7125,8722080,299520
239,7155,8641440,282240
240,7185,8560800,347040
241,7215,8484480,412560
242,7245,8407440,293400
243,7275,8329680,187200
244,7305,8250480,186480
245,7335,8179560,300960
246,7365,8102880,225360
247,7395,8029800,172800
248,7425,7954560,199440
249,7455,7880040,231840
250,7485,7805160,324000
251,7515,7734960,292320
252,7545,7660080,227880
253,7575,7593120,138600
254,7605,7521120,344880
255,7635,7453440,204840
256,7665,7379640,145080
257,7695,7311960,131760
258,7725,7241760,167400
259,7755,7171920,294120
260,7785,7110000,344160
261,7815,7038000,205920
262,7845,6976440,230040
263,7875,6907320,137880
264,7905,6842880,139680
265,7935,6772320,194760
266,7965,6708960,115560
267,7995,6649200,81360
268,8025,6585120,210600
269,8055,6520680,128520
270,8085,6460920,120600
271,8115,6400440,132480
272,8145,6334920,228600
273,8175,6275880,177840
274,8205,6215040,163080
275,8235,6153480,147960
276,8265,6094440,111240
277,8295,6033600,78120
278,8325,5980320,104040
279,8355,5920560,97200
280,8385,5861160,152280
281,8415,5805000,120960
282,8445,5751000,73080
283,8475,5694480,72720
284,8505,5638680,167760
285,8535,5585760,144720
286,8565,5526360,43560
287,8595,5473800,84240
288,8625,5419440,111240
289,8655,5367240,84240
290,8685,5313960,163440
291,8715,5261760,212400
292,8745,5211720,123840
293,8775,5157720,109080
294,8805,5107680,74520
295,8835,5054400,147960
296,8865,5008320,36360
297,8895,4958280,58680
298,8925,4908600,67320
299,8955,4857480,87480
300,8985,4812120,58320
301,9015,4765320,60480
302,9045,4713840,92880
303,9075,4670640,50760
304,9105,4624200,78120
305,9135,4581000,38520
306,9165,4533120,38880
307,9195,4482720,92520
308,9225,4439160,89640
309,9255,4394160,69120
310,9285,4350600,46440
311,9315,4306680,47880
312,9345,4263840,30600
313,9375,4220640,48240
314,9405,4177080,67320
315,9435,4138560,112680
316,9465,4092120,90720
317,9495,4051440,93600
318,9525,4016160,55440
319,9555,3970800,41400
320,9585,3931920,36720
321,9615,3888720,36000
322,9645,3856680,42120
323,9675,3812400,49680
324,9705,3775680,25200
325,9735,3735720,61560
326,9765,3697560,47880
327,9795,3660480,45000
328,9825,3623760,46080
329,9855,3584160,48600
330,9885,3548520,30600
331,9915,3513960,39960
332,9945,3476160,15840
333,9975,3437640,20880
334,10005,3407400,34200
335,10035,3366720,13680
336,10065,3334320,10440
337,10095,3301560,18360
338,10125,3266640,32400
339,10155,3232800,41760
340,10185,3199320,41040
341,10215,3164760,19440
342,10245,3132360,25560
343,10275,3099960,30600
344,10305,3070800,59040
345,10335,3038400,29520
346,10365,3005640,13680
347,10395,2974320,17280
348,10425,2948040,39600
349,10455,2917440,16200
350,10485,2878920,21960
351,10515,2851560,24480
352,10545,2822040,27720
353,10575,2793600,29520
354,10605,2763000,5760
355,10635,2738520,5760
356,10665,2707200,15120
357,10695,2674440,7920
358,10725,2650320,33120
359,10755,2621880,69480
360,10785,2596680,36360
361,10815,2569680,6840
362,10845,2539080,17640
363,10875,2516760,20880
364,10905,2490120,21240
365,10935,2462040,25920
366,10965,2433240,19080
367,10995,2413080,9000
368,11025,2385360,23760
369,11055,2359440,19800
370,11085,2331360,15480
371,11115,2307240,4320
372,11145,2285280,3960
373,11175,2263680,1440
374,11205,2236680,5040
375,11235,2211840,17640
376,11265,2188440,13320
377,11295,2167560,14400
378,11325,2143440,16920
379,11355,2117880,14760
380,11385,2099880,8640
381,11415,2073600,20880
382,11445,2050920,0
383,11475,2030400,2520
384,11505,2011320,1080
385,11535,1986840,23040
386,11565,1968840,7920
387,11595,1948680,20880
388,11625,1927080,10440
389,11655,1907280,4680
390,11685,1883880,19800
391,11715,1865160,18360
392,11745,1843560,12960
393,11775,1824840,10440
394,11805,1803600,19080
395,11835,1785240,6840
396,11865,1769760,16560
397,11895,1749960,11160
398,11925,1727280,3600
399,11955,1709280,6840
400,11985,1692360,8640
401,12015,1670760,1440
402,12045,1653480,2520
403,12075,1640160,5040
404,12105,1620000,9000
405,12135,1601640,11880
406,12165,1585080,3240
407,12195,1568160,10080
408,12225,1551600,6840
409,12255,1532520,7560
410,12285,1519920,4320
411,12315,1500480,2520
412,12345,1484640,1080
413,12375,1470600,5760
414,12405,1452960,5040
415,12435,1433520,5040
416,12465,1418400,1440
417,12495,1407600,7200
418,12525,1393920,2160
419,12555,1377720,2520
420,12585,1361160,4680
421,12615,1345680,1080
422,12645,1330920,7200
423,12675,1317240,2520
424,12705,1300680,3240
425,12735,1290240,7560
426,12765,1271160,2520
427,12795,1256760,1080
428,12825,1247400,360
429,12855,1235160,4320
430,12885,1220040,2880
431,12915,1201320,3960
432,12945,1190160,3600
433,12975,1177560,2880
434,13005,1168560,1800
435,13035,1152720,1800
436,13065,1138320,3240
437,13095,1129680,720
438,13125,1116000,360
439,13155,1105560,5760
440,13185,1087920,1080
441,13215,1081440,8640
442,13245,1066680,2160
443,13275,1055160,2160
444,13305,1046160,5040
445,13335,1033920,1080
446,13365,1020600,1080
447,13395,1009440,1440
448,13425,996480,2160
449,13455,990360,0
450,13485,976680,360
451,13515,968040,1800
452,13545,954360,2880
453,13575,942840,2520
454,13605,937800,5040
455,13635,925560,360
456,13665,914040,2880
457,13695,902880,2520
458,13725,894600,360
459,13755,881280,1080
460,13785,876960,720
461,13815,865080,0
462,13845,852480,360
463,13875,846720,0
464,13905,837360,4320
465,13935,830520,2160
466,13965,820080,720
467,13995,810720,360
468,14025,800640,0
469,14055,792720,4320
470,14085,779760,1440
471,14115,773640,360
472,14145,765360,0
473,14175,754560,360
474,14205,747360,0
475,14235,739440,2520
476,14265,735120,2160
477,14295,723240,360
478,14325,714600,1080
479,14355,704880,1080
480,14385,696240,360
481,14415,691920,2520
482,14445,682200,0
483,14475,674280,1080
484,14505,667080,360
485,14535,659880,720
486,14565,653400,720
487,14595,645480,360
488,14625,639720,720
489,14655,627840,1800
490,14685,627840,360
491,14715,620280,0
492,14745,610920,360
493,14775,602280,0
494,14805,594360,0
495,14835,589320,720
496,14865,582840,0
497,14895,577080,0
498,14925,571680,0
499,14955,565920,360
500,14985,560520,1440
501,15015,550440,360
502,15045,544680,360
503,15075,541800,0
504,15105,532080,0
505,15135,527040,720
506,15165,515880,0
507,15195,514080,1440
508,15225,510840,0
509,15255,503280,0
510,15285,498240,0
511,15315,491040,0
The following results are multiplied by 360 such that they apply to the entire Galaxy
Number of TypeII: 9345600 Number of TypeIa: 1002960 Total Sterilizations SNII: 649048680 Total Sterilizations Ia: 424088640 Total stellar mass: 1.37594e+09Number of SNII: 6471720
Number of SNIa: 629280
